id,name,box_art_url
"3167","Lane Mastodon vs. the Blubbermen","https://static-cdn.jtvnw.net/ttv-boxart/Lane%20Mastodon%20vs.%20the%20Blubbermen-{width}x{height}.jpg"
"3168","Legend of Illusion starring Mickey Mouse","https://static-cdn.jtvnw.net/ttv-boxart/Legend%20of%20Illusion%20starring%20Mickey%20Mouse-{width}x{height}.jpg"
"3169","OutRun 2019","https://static-cdn.jtvnw.net/ttv-boxart/OutRun%202019-{width}x{height}.jpg"
"3170","3 Pack","https://static-cdn.jtvnw.net/ttv-boxart/3%20Pack-{width}x{height}.jpg"
"3171","Pocket Rockets","https://static-cdn.jtvnw.net/ttv-boxart/Pocket%20Rockets-{width}x{height}.jpg"
"3172","Tusker","https://static-cdn.jtvnw.net/ttv-boxart/Tusker-{width}x{height}.jpg"
"3173","WWII: 1946","https://static-cdn.jtvnw.net/ttv-boxart/./WWII:%201946-{width}x{height}.jpg"
"3174","R-Type III: The Third Lightning","https://static-cdn.jtvnw.net/ttv-boxart/./R-Type%20III:%20The%20Third%20Lightning-{width}x{height}.jpg"
"3175","Cal II","https://static-cdn.jtvnw.net/ttv-boxart/Cal%20II-{width}x{height}.jpg"
"3176","MediEvil","https://static-cdn.jtvnw.net/ttv-boxart/MediEvil-{width}x{height}.jpg"
"3177","Bruce Lee: Return of the Legend","https://static-cdn.jtvnw.net/ttv-boxart/./Bruce%20Lee:%20Return%20of%20the%20Legend-{width}x{height}.jpg"
"3178","Alien Mind","https://static-cdn.jtvnw.net/ttv-boxart/Alien%20Mind-{width}x{height}.jpg"
"3179","Discworld","https://static-cdn.jtvnw.net/ttv-boxart/Discworld-{width}x{height}.jpg"
"3180","Amulet of Yendor","https://static-cdn.jtvnw.net/ttv-boxart/Amulet%20of%20Yendor-{width}x{height}.jpg"
"3181","The Unholy War","https://static-cdn.jtvnw.net/ttv-boxart/The%20Unholy%20War-{width}x{height}.jpg"
"3182","Strike Ball 2 Deluxe","https://static-cdn.jtvnw.net/ttv-boxart/Strike%20Ball%202%20Deluxe-{width}x{height}.jpg"
"3183","Zero Critical","https://static-cdn.jtvnw.net/ttv-boxart/Zero%20Critical-{width}x{height}.jpg"
"3184","Bosconian","https://static-cdn.jtvnw.net/ttv-boxart/Bosconian-{width}x{height}.jpg"
"3185","Platinum Pinball","https://static-cdn.jtvnw.net/ttv-boxart/Platinum%20Pinball-{width}x{height}.jpg"
"3186","Championship Lode Runner","https://static-cdn.jtvnw.net/ttv-boxart/Championship%20Lode%20Runner-{width}x{height}.jpg"
"3187","Tony La Russa's Ultimate Baseball: Ultimate Expansion Disk - Great Teams 1901-1968 Disk","https://static-cdn.jtvnw.net/ttv-boxart/./Tony%20La%20Russa%27s%20Ultimate%20Baseball:%20Ultimate%20Expansion%20Disk%20-%20Great%20Teams%201901-1968%20Disk-{width}x{height}.jpg"
"3188","Cannon Spike","https://static-cdn.jtvnw.net/ttv-boxart/Cannon%20Spike-{width}x{height}.jpg"
"3189","I.Q Mania","https://static-cdn.jtvnw.net/ttv-boxart/I.Q%20Mania-{width}x{height}.jpg"
"3190","688 Attack Sub","https://static-cdn.jtvnw.net/ttv-boxart/688%20Attack%20Sub-{width}x{height}.jpg"
"3191","Star Trek Pinball","https://static-cdn.jtvnw.net/ttv-boxart/Star%20Trek%20Pinball-{width}x{height}.jpg"
"3192","(Not) Just another Space Shooter","https://static-cdn.jtvnw.net/ttv-boxart/%28Not%29%20Just%20another%20Space%20Shooter-{width}x{height}.jpg"
"3193","Keith Courage in Alpha Zones","https://static-cdn.jtvnw.net/ttv-boxart/Keith%20Courage%20in%20Alpha%20Zones-{width}x{height}.jpg"
"3194","Secret of the Silver Blades","https://static-cdn.jtvnw.net/ttv-boxart/Secret%20of%20the%20Silver%20Blades-{width}x{height}.jpg"
"3195","Yu-Gi-Oh! Power of Chaos: Joey the Passion","https://static-cdn.jtvnw.net/ttv-boxart/./Yu-Gi-Oh%21%20Power%20of%20Chaos:%20Joey%20the%20Passion-{width}x{height}.jpg"
"3196","Shinobi","https://static-cdn.jtvnw.net/ttv-boxart/Shinobi-{width}x{height}.jpg"
"3197","Metal Combat: Falcon's Revenge","https://static-cdn.jtvnw.net/ttv-boxart/./Metal%20Combat:%20Falcon%27s%20Revenge-{width}x{height}.jpg"
"3198","Virtual Murder 2: The Magic Death","https://static-cdn.jtvnw.net/ttv-boxart/./Virtual%20Murder%202:%20The%20Magic%20Death-{width}x{height}.jpg"
"3199","Emerald Tale","https://static-cdn.jtvnw.net/ttv-boxart/Emerald%20Tale-{width}x{height}.jpg"
"3200","Bushgame: The Anti-Bush Video Game","https://static-cdn.jtvnw.net/ttv-boxart/./Bushgame:%20The%20Anti-Bush%20Video%20Game-{width}x{height}.jpg"
"3201","War Chess","https://static-cdn.jtvnw.net/ttv-boxart/War%20Chess-{width}x{height}.jpg"
"3202","Kubus","https://static-cdn.jtvnw.net/ttv-boxart/Kubus-{width}x{height}.jpg"
"3203","Secret Agent Barbie","https://static-cdn.jtvnw.net/ttv-boxart/Secret%20Agent%20Barbie-{width}x{height}.jpg"
"3204","NRL Rugby League","https://static-cdn.jtvnw.net/ttv-boxart/NRL%20Rugby%20League-{width}x{height}.jpg"
"3205","Klaymen Gun Hockey","https://static-cdn.jtvnw.net/ttv-boxart/Klaymen%20Gun%20Hockey-{width}x{height}.jpg"
"3206","I can be a Dinosaur Finder","https://static-cdn.jtvnw.net/ttv-boxart/I%20can%20be%20a%20Dinosaur%20Finder-{width}x{height}.jpg"
"3207","Living Ball","https://static-cdn.jtvnw.net/ttv-boxart/Living%20Ball-{width}x{height}.jpg"
"3208","Soviet Unterzögersdorf: Sector 1","https://static-cdn.jtvnw.net/ttv-boxart/./Soviet%20Unterz%C3%B6gersdorf:%20Sector%201-{width}x{height}.jpg"
"3209","Nonomura Byouin no Hitobito","https://static-cdn.jtvnw.net/ttv-boxart/Nonomura%20Byouin%20no%20Hitobito-{width}x{height}.jpg"
"3210","Clay Pigeon!","https://static-cdn.jtvnw.net/ttv-boxart/Clay%20Pigeon%21-{width}x{height}.jpg"
"3211","Dynamite Duke","https://static-cdn.jtvnw.net/ttv-boxart/Dynamite%20Duke-{width}x{height}.jpg"
"3212","Angriff vom Saturn","https://static-cdn.jtvnw.net/ttv-boxart/Angriff%20vom%20Saturn-{width}x{height}.jpg"
"3213","America: No Peace Beyond the Line","https://static-cdn.jtvnw.net/ttv-boxart/./America:%20No%20Peace%20Beyond%20the%20Line-{width}x{height}.jpg"
"3214","Werewolf: The Last Warrior","https://static-cdn.jtvnw.net/ttv-boxart/./Werewolf:%20The%20Last%20Warrior-{width}x{height}.jpg"
"3215","War Wind","https://static-cdn.jtvnw.net/ttv-boxart/War%20Wind-{width}x{height}.jpg"
"3216","I'm in Shock","https://static-cdn.jtvnw.net/ttv-boxart/I%27m%20in%20Shock-{width}x{height}.jpg"
"3217","Disposable Hero","https://static-cdn.jtvnw.net/ttv-boxart/Disposable%20Hero-{width}x{height}.jpg"
"3218","Zybex","https://static-cdn.jtvnw.net/ttv-boxart/Zybex-{width}x{height}.jpg"
"3219","Dragon Lore II: The Heart of the Dragon Man","https://static-cdn.jtvnw.net/ttv-boxart/./Dragon%20Lore%20II:%20The%20Heart%20of%20the%20Dragon%20Man-{width}x{height}.jpg"
"3220","Paris 1313: Le Disparu de Notre-Dame","https://static-cdn.jtvnw.net/ttv-boxart/./Paris%201313:%20Le%20Disparu%20de%20Notre-Dame-{width}x{height}.jpg"
"3221","Dragon Ball Z: The Legacy of Goku","https://static-cdn.jtvnw.net/ttv-boxart/./Dragon%20Ball%20Z:%20The%20Legacy%20of%20Goku-{width}x{height}.jpg"
"3222","Death Bringer","https://static-cdn.jtvnw.net/ttv-boxart/Death%20Bringer-{width}x{height}.jpg"
"3223","MutoReRe","https://static-cdn.jtvnw.net/ttv-boxart/MutoReRe-{width}x{height}.jpg"
"3224","NASCAR Road Racing","https://static-cdn.jtvnw.net/ttv-boxart/NASCAR%20Road%20Racing-{width}x{height}.jpg"
"3226","UEFA Euro 2004 Portugal","https://static-cdn.jtvnw.net/ttv-boxart/UEFA%20Euro%202004%20Portugal-{width}x{height}.jpg"
"3227","Microchess","https://static-cdn.jtvnw.net/ttv-boxart/Microchess-{width}x{height}.jpg"
"3228","Civil War: A Nation Divided","https://static-cdn.jtvnw.net/ttv-boxart/./Civil%20War:%20A%20Nation%20Divided-{width}x{height}.jpg"
"3229","Tiger Casino","https://static-cdn.jtvnw.net/ttv-boxart/Tiger%20Casino-{width}x{height}.jpg"
"3230","Activision Anthology: Remix Edition","https://static-cdn.jtvnw.net/ttv-boxart/./Activision%20Anthology:%20Remix%20Edition-{width}x{height}.jpg"
"3231","The Big One","https://static-cdn.jtvnw.net/ttv-boxart/The%20Big%20One-{width}x{height}.jpg"
"3232","Bishoujo Senshi Sailor Moon: Another Story","https://static-cdn.jtvnw.net/ttv-boxart/./Bishoujo%20Senshi%20Sailor%20Moon:%20Another%20Story-{width}x{height}.jpg"
"3233","Sea Rogue","https://static-cdn.jtvnw.net/ttv-boxart/Sea%20Rogue-{width}x{height}.jpg"
"3234","Santa Claus in Trouble","https://static-cdn.jtvnw.net/ttv-boxart/Santa%20Claus%20in%20Trouble-{width}x{height}.jpg"
"3235","Grand Theft Auto Advance","https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20Advance-{width}x{height}.jpg"
"3236","Daedalian Opus","https://static-cdn.jtvnw.net/ttv-boxart/Daedalian%20Opus-{width}x{height}.jpg"
"3237","Jane's Combat Simulations: USAF","https://static-cdn.jtvnw.net/ttv-boxart/./Jane%27s%20Combat%20Simulations:%20USAF-{width}x{height}.jpg"
"3238","Pandemonium!","https://static-cdn.jtvnw.net/ttv-boxart/Pandemonium%21-{width}x{height}.jpg"
"3239","Midway Arcade Treasures: Extended Play","https://static-cdn.jtvnw.net/ttv-boxart/./Midway%20Arcade%20Treasures:%20Extended%20Play-{width}x{height}.jpg"
"3240","Conflict Zone","https://static-cdn.jtvnw.net/ttv-boxart/Conflict%20Zone-{width}x{height}.jpg"
"3241","Perico Delgado Maillot Amarillo","https://static-cdn.jtvnw.net/ttv-boxart/Perico%20Delgado%20Maillot%20Amarillo-{width}x{height}.jpg"
"3242","Sid Meier's Covert Action","https://static-cdn.jtvnw.net/ttv-boxart/Sid%20Meier%27s%20Covert%20Action-{width}x{height}.jpg"
"3243","Dungeon Adventure","https://static-cdn.jtvnw.net/ttv-boxart/Dungeon%20Adventure-{width}x{height}.jpg"
"3244","The Incredible Machine 2","https://static-cdn.jtvnw.net/ttv-boxart/The%20Incredible%20Machine%202-{width}x{height}.jpg"
"3245","Toy Commander","https://static-cdn.jtvnw.net/ttv-boxart/Toy%20Commander-{width}x{height}.jpg"
"3246","Cosmos Quest I: To Find a Sun","https://static-cdn.jtvnw.net/ttv-boxart/./Cosmos%20Quest%20I:%20To%20Find%20a%20Sun-{width}x{height}.jpg"
"3247","Hunter Hunted","https://static-cdn.jtvnw.net/ttv-boxart/Hunter%20Hunted-{width}x{height}.jpg"
"3248","Konung 2: Blood of Titans","https://static-cdn.jtvnw.net/ttv-boxart/./Konung%202:%20Blood%20of%20Titans-{width}x{height}.jpg"
"3249","Star Trek: Starfleet Command Volume II - Empires at War","https://static-cdn.jtvnw.net/ttv-boxart/./Star%20Trek:%20Starfleet%20Command%20Volume%20II%20-%20Empires%20at%20War-{width}x{height}.jpg"
"3250","Super Dodge Ball","https://static-cdn.jtvnw.net/ttv-boxart/Super%20Dodge%20Ball-{width}x{height}.jpg"
"3251","The Cat in the Hat","https://static-cdn.jtvnw.net/ttv-boxart/The%20Cat%20in%20the%20Hat-{width}x{height}.jpg"
"3252","Star Trek: The Next Generation","https://static-cdn.jtvnw.net/ttv-boxart/./Star%20Trek:%20The%20Next%20Generation-{width}x{height}.jpg"
"3253","Asterix at the Olympic Games","https://static-cdn.jtvnw.net/ttv-boxart/Asterix%20at%20the%20Olympic%20Games-{width}x{height}.jpg"
"3254","Tom Clancy's Rainbow Six: Vegas","https://static-cdn.jtvnw.net/ttv-boxart/./Tom%20Clancy%27s%20Rainbow%20Six:%20Vegas-{width}x{height}.jpg"
"3255","Starfire","https://static-cdn.jtvnw.net/ttv-boxart/Starfire-{width}x{height}.jpg"
"3256","Max Payne 2: The Fall of Max Payne","https://static-cdn.jtvnw.net/ttv-boxart/./Max%20Payne%202:%20The%20Fall%20of%20Max%20Payne-{width}x{height}.jpg"
"3257","Narco Police","https://static-cdn.jtvnw.net/ttv-boxart/Narco%20Police-{width}x{height}.jpg"
"3258","NBA 07","https://static-cdn.jtvnw.net/ttv-boxart/NBA%2007-{width}x{height}.jpg"
"3259","Hexen II Mission Pack: Portal of Praevus","https://static-cdn.jtvnw.net/ttv-boxart/./Hexen%20II%20Mission%20Pack:%20Portal%20of%20Praevus-{width}x{height}.jpg"
"3260","The Sims 2: Pets","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Sims%202:%20Pets-{width}x{height}.jpg"
"3261","Jaws","https://static-cdn.jtvnw.net/ttv-boxart/Jaws-{width}x{height}.jpg"
"3262","Extreme Tactics","https://static-cdn.jtvnw.net/ttv-boxart/Extreme%20Tactics-{width}x{height}.jpg"
"3263","Tube","https://static-cdn.jtvnw.net/ttv-boxart/Tube-{width}x{height}.jpg"
"3264","Robo Wres 2001","https://static-cdn.jtvnw.net/ttv-boxart/Robo%20Wres%202001-{width}x{height}.jpg"
"3265","YAB! Baseball","https://static-cdn.jtvnw.net/ttv-boxart/YAB%21%20Baseball-{width}x{height}.jpg"
"3266","Wreckless: The Yakuza Missions","https://static-cdn.jtvnw.net/ttv-boxart/./Wreckless:%20The%20Yakuza%20Missions-{width}x{height}.jpg"
"3267","Flesh Feast","https://static-cdn.jtvnw.net/ttv-boxart/Flesh%20Feast-{width}x{height}.jpg"
"3268","Heroes Chronicles: Clash of the Dragons","https://static-cdn.jtvnw.net/ttv-boxart/./Heroes%20Chronicles:%20Clash%20of%20the%20Dragons-{width}x{height}.jpg"
"3269","Mosaic","https://static-cdn.jtvnw.net/ttv-boxart/Mosaic-{width}x{height}.jpg"
"3270","Hoyle Children's Collection","https://static-cdn.jtvnw.net/ttv-boxart/Hoyle%20Children%27s%20Collection-{width}x{height}.jpg"
"3271","Space Doubt","https://static-cdn.jtvnw.net/ttv-boxart/Space%20Doubt-{width}x{height}.jpg"
"3272","Live a Live","https://static-cdn.jtvnw.net/ttv-boxart/Live%20a%20Live-{width}x{height}.jpg"
"3273","Battalion Wars","https://static-cdn.jtvnw.net/ttv-boxart/Battalion%20Wars-{width}x{height}.jpg"
"3274","Galactic Attack","https://static-cdn.jtvnw.net/ttv-boxart/Galactic%20Attack-{width}x{height}.jpg"
"3275","Tek-Kids Flash-Ops: Mission: Polar Challenge","https://static-cdn.jtvnw.net/ttv-boxart/./Tek-Kids%20Flash-Ops:%20Mission:%20Polar%20Challenge-{width}x{height}.jpg"
"3276","Sensible Massacre","https://static-cdn.jtvnw.net/ttv-boxart/Sensible%20Massacre-{width}x{height}.jpg"
"3277","Mountains of Ket","https://static-cdn.jtvnw.net/ttv-boxart/Mountains%20of%20Ket-{width}x{height}.jpg"
"3278","Gooka: The Mystery of Janatris","https://static-cdn.jtvnw.net/ttv-boxart/./Gooka:%20The%20Mystery%20of%20Janatris-{width}x{height}.jpg"
"3279","Mortal Kombat II","https://static-cdn.jtvnw.net/ttv-boxart/Mortal%20Kombat%20II-{width}x{height}.jpg"
"3280","Depth Dwellers","https://static-cdn.jtvnw.net/ttv-boxart/Depth%20Dwellers-{width}x{height}.jpg"
"3281","Wendy: Der Traum von Arizona","https://static-cdn.jtvnw.net/ttv-boxart/./Wendy:%20Der%20Traum%20von%20Arizona-{width}x{height}.jpg"
"3282","Tiny Toon Adventures: Wacky Stackers","https://static-cdn.jtvnw.net/ttv-boxart/./Tiny%20Toon%20Adventures:%20Wacky%20Stackers-{width}x{height}.jpg"
"3283","Tibo's Tale","https://static-cdn.jtvnw.net/ttv-boxart/Tibo%27s%20Tale-{width}x{height}.jpg"
"3284","CatchWord","https://static-cdn.jtvnw.net/ttv-boxart/CatchWord-{width}x{height}.jpg"
"3285","Billy Blade and the Temple of Time","https://static-cdn.jtvnw.net/ttv-boxart/Billy%20Blade%20and%20the%20Temple%20of%20Time-{width}x{height}.jpg"
"3286","Jaws!","https://static-cdn.jtvnw.net/ttv-boxart/Jaws%21-{width}x{height}.jpg"
"3287","Football","https://static-cdn.jtvnw.net/ttv-boxart/Football-{width}x{height}.jpg"
"3288","Millennium Auction","https://static-cdn.jtvnw.net/ttv-boxart/Millennium%20Auction-{width}x{height}.jpg"
"3289","Shadow Madness","https://static-cdn.jtvnw.net/ttv-boxart/Shadow%20Madness-{width}x{height}.jpg"
"3290","Dragon Quest VIII: Journey of the Cursed King","https://static-cdn.jtvnw.net/ttv-boxart/./Dragon%20Quest%20VIII:%20Journey%20of%20the%20Cursed%20King-{width}x{height}.jpg"
"3291","Tempo","https://static-cdn.jtvnw.net/ttv-boxart/Tempo-{width}x{height}.jpg"
"3292","Plasma Pong","https://static-cdn.jtvnw.net/ttv-boxart/Plasma%20Pong-{width}x{height}.jpg"
"3293","Links Expansion Pack","https://static-cdn.jtvnw.net/ttv-boxart/Links%20Expansion%20Pack-{width}x{height}.jpg"
"3294","Alice in Wonderland","https://static-cdn.jtvnw.net/ttv-boxart/Alice%20in%20Wonderland-{width}x{height}.jpg"
"3295","Total Annihilation","https://static-cdn.jtvnw.net/ttv-boxart/Total%20Annihilation-{width}x{height}.jpg"
"3296","ESPN International Track & Field","https://static-cdn.jtvnw.net/ttv-boxart/ESPN%20International%20Track%20&%20Field-{width}x{height}.jpg"
"3297","Duckman: The Legend of the Fall","https://static-cdn.jtvnw.net/ttv-boxart/./Duckman:%20The%20Legend%20of%20the%20Fall-{width}x{height}.jpg"
"3298","Off Shore Warrior","https://static-cdn.jtvnw.net/ttv-boxart/Off%20Shore%20Warrior-{width}x{height}.jpg"
"3299","Invaders from Hyperspace!","https://static-cdn.jtvnw.net/ttv-boxart/Invaders%20from%20Hyperspace%21-{width}x{height}.jpg"
"3300","Ace Combat 2","https://static-cdn.jtvnw.net/ttv-boxart/Ace%20Combat%202-{width}x{height}.jpg"
"3301","Starflight","https://static-cdn.jtvnw.net/ttv-boxart/Starflight-{width}x{height}.jpg"
"3302","Adventures of Dino-Riki","https://static-cdn.jtvnw.net/ttv-boxart/Adventures%20of%20Dino-Riki-{width}x{height}.jpg"
"3303","Antago","https://static-cdn.jtvnw.net/ttv-boxart/Antago-{width}x{height}.jpg"
"3304","Splash","https://static-cdn.jtvnw.net/ttv-boxart/Splash-{width}x{height}.jpg"
"3305","Angleball","https://static-cdn.jtvnw.net/ttv-boxart/Angleball-{width}x{height}.jpg"
"3306","Moonshine Racers","https://static-cdn.jtvnw.net/ttv-boxart/Moonshine%20Racers-{width}x{height}.jpg"
"3307","Soccer Kid","https://static-cdn.jtvnw.net/ttv-boxart/Soccer%20Kid-{width}x{height}.jpg"
"3308","Namco Anthology Vol. 2","https://static-cdn.jtvnw.net/ttv-boxart/Namco%20Anthology%20Vol.%202-{width}x{height}.jpg"
"3309","Tiles of the Dragon","https://static-cdn.jtvnw.net/ttv-boxart/Tiles%20of%20the%20Dragon-{width}x{height}.jpg"
"3310","Zombies and Pterodactyls 2005","https://static-cdn.jtvnw.net/ttv-boxart/Zombies%20and%20Pterodactyls%202005-{width}x{height}.jpg"
"3311","Crime Fighter","https://static-cdn.jtvnw.net/ttv-boxart/Crime%20Fighter-{width}x{height}.jpg"
"3312","Top Cat in Beverly Hills Cats","https://static-cdn.jtvnw.net/ttv-boxart/Top%20Cat%20in%20Beverly%20Hills%20Cats-{width}x{height}.jpg"
"3313","Eastside Hockey Manager","https://static-cdn.jtvnw.net/ttv-boxart/Eastside%20Hockey%20Manager-{width}x{height}.jpg"
"3314","Brothers in Arms: Earned in Blood","https://static-cdn.jtvnw.net/ttv-boxart/./Brothers%20in%20Arms:%20Earned%20in%20Blood-{width}x{height}.jpg"
"3315","Insurrection: Campaigns for StarCraft","https://static-cdn.jtvnw.net/ttv-boxart/./Insurrection:%20Campaigns%20for%20StarCraft-{width}x{height}.jpg"
"3316","Eco Phantoms","https://static-cdn.jtvnw.net/ttv-boxart/Eco%20Phantoms-{width}x{height}.jpg"
"3317","Heavy Metal: F.A.K.K. 2","https://static-cdn.jtvnw.net/ttv-boxart/./Heavy%20Metal:%20F.A.K.K.%202-{width}x{height}.jpg"
"3318","The Last Express","https://static-cdn.jtvnw.net/ttv-boxart/The%20Last%20Express-{width}x{height}.jpg"
"3319","Exile","https://static-cdn.jtvnw.net/ttv-boxart/Exile-{width}x{height}.jpg"
"3320","Gradius II","https://static-cdn.jtvnw.net/ttv-boxart/Gradius%20II-{width}x{height}.jpg"
"3321","No Escape","https://static-cdn.jtvnw.net/ttv-boxart/No%20Escape-{width}x{height}.jpg"
"3322","Hot Wheels: World Race","https://static-cdn.jtvnw.net/ttv-boxart/./Hot%20Wheels:%20World%20Race-{width}x{height}.jpg"
"3323","After Burner","https://static-cdn.jtvnw.net/ttv-boxart/After%20Burner-{width}x{height}.jpg"
"3324","Redmoon","https://static-cdn.jtvnw.net/ttv-boxart/Redmoon-{width}x{height}.jpg"
"3325","Tony Hawk's Downhill Jam","https://static-cdn.jtvnw.net/ttv-boxart/Tony%20Hawk%27s%20Downhill%20Jam-{width}x{height}.jpg"
"3326","Ricochet Lost Worlds","https://static-cdn.jtvnw.net/ttv-boxart/Ricochet%20Lost%20Worlds-{width}x{height}.jpg"
"3327","Pulseman","https://static-cdn.jtvnw.net/ttv-boxart/Pulseman-{width}x{height}.jpg"
"3328","Harvest Moon GB","https://static-cdn.jtvnw.net/ttv-boxart/Harvest%20Moon%20GB-{width}x{height}.jpg"
"3329","Indiana Jones and the Fate of Atlantis","https://static-cdn.jtvnw.net/ttv-boxart/Indiana%20Jones%20and%20the%20Fate%20of%20Atlantis-{width}x{height}.jpg"
"3330","Swords and Serpents","https://static-cdn.jtvnw.net/ttv-boxart/Swords%20and%20Serpents-{width}x{height}.jpg"
"3331","Final Fantasy Mystic Quest","https://static-cdn.jtvnw.net/ttv-boxart/Final%20Fantasy%20Mystic%20Quest-{width}x{height}.jpg"
"3332","Phix: The Adventure","https://static-cdn.jtvnw.net/ttv-boxart/./Phix:%20The%20Adventure-{width}x{height}.jpg"
"3333","The Settlers II: 10th Anniversary - Vikings","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Settlers%20II:%2010th%20Anniversary%20-%20Vikings-{width}x{height}.jpg"
"3334","007: From Russia with Love","https://static-cdn.jtvnw.net/ttv-boxart/./007:%20From%20Russia%20with%20Love-{width}x{height}.jpg"
"3335","Garfield: The Search for Pooky","https://static-cdn.jtvnw.net/ttv-boxart/./Garfield:%20The%20Search%20for%20Pooky-{width}x{height}.jpg"
"3336","Tesserae","https://static-cdn.jtvnw.net/ttv-boxart/Tesserae-{width}x{height}.jpg"
"3337","The Legend of Zelda: Link's Awakening","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Link%27s%20Awakening-{width}x{height}.jpg"
"3338","Auto Racing","https://static-cdn.jtvnw.net/ttv-boxart/Auto%20Racing-{width}x{height}.jpg"
"3339","Prism: Light the Way","https://static-cdn.jtvnw.net/ttv-boxart/./Prism:%20Light%20the%20Way-{width}x{height}.jpg"
"3340","Tiger Woods PGA Tour 06","https://static-cdn.jtvnw.net/ttv-boxart/Tiger%20Woods%20PGA%20Tour%2006-{width}x{height}.jpg"
